S/N,Normal,OT,Present,Meal Deduction,Night Meal,Paid Leave,NORMAL RATE ,OT RATE,Night Meal Rate,Paid Leave Rate,SOC COST,TOTAL EARNINGS AND MEAL,SERVICE CHARGE,VAT 7.5%,TOTAL INVOICE,Meal Deduction_1
1,143,77,20,18,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,900
2,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
3,141.97,66,20,20,18,,26619.375,13148.52,5850,0,3500,49117.895,4175.021075,313.1265806,53606.04266,1000
4,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
5,132,77,19,18,18,,24750,15339.94,5850,0,3500,49439.94,4202.3949,315.1796175,53957.51452,900
6,160,60,21,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
7,160,58.8,20,20,20,,30000,11714.136,6500,0,3500,51714.136,4395.70156,329.677617,56439.51518,1000
8,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
9,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
10,160,37.92,18,20,16,,30000,7554.4224,5200,0,3500,46254.4224,3931.625904,294.8719428,50480.92025,1000
11,123.48,66,18,18,18,,23152.5,13148.52,5850,0,3500,45651.02,3880.3367,291.0252525,49822.38195,900
12,143,44,17,14,20,,26812.5,8765.68,6500,0,3500,45578.18,3874.1453,290.5608975,49742.8862,700
13,160,84,24,26,0,,30000,16734.48,0,0,3500,50234.48,4269.9308,320.24481,54824.65561,1300
14,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
15,143,55,18,18,18,,26812.5,10957.1,5850,0,3500,47119.6,4005.166,300.38745,51425.15345,900
16,143,77,21,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
17,151.48,44,19,20,16,,28402.5,8765.68,5200,0,3500,45868.18,3898.7953,292.4096475,50059.38495,1000
18,215,60,19,16,24,,40312.5,11953.2,7800,0,3500,63565.7,5403.0845,405.2313375,69374.01584,800
19,132,77,19,20,18,,24750,15339.94,5850,0,3500,49439.94,4202.3949,315.1796175,53957.51452,1000
20,143,77,21,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
21,143,77,20,20,20,80,26812.5,15339.94,6500,15000,3500,67152.44,5707.9574,428.096805,73288.49421,1000
22,143,77,20,18,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,900
23,128.15,64.17,18,18,20,,24028.125,12783.9474,6500,0,3500,46812.0724,3979.026154,298.4269616,51089.52552,900
24,132,77,19,18,20,,24750,15339.94,6500,0,3500,50089.94,4257.6449,319.3233675,54666.90827,900
25,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
26,160,61,21,18,22,,30000,12152.42,7150,0,3500,52802.42,4488.2057,336.6154275,57627.24113,900
27,143,66,19,18,18,,26812.5,13148.52,5850,0,3500,49311.02,4191.4367,314.3577525,53816.81445,900
28,160,59.6,20,20,20,,30000,11873.512,6500,0,3500,51873.512,4409.24852,330.693639,56613.45416,1000
29,154,22,16,16,16,,28875,4382.84,5200,0,3500,41957.84,3566.4164,267.48123,45791.73763,800
30,143,77,20,20,20,80,26812.5,15339.94,6500,15000,3500,67152.44,5707.9574,428.096805,73288.49421,1000
31,154,27.92,18,16,18,,28875,5562.2224,5850,0,3500,43787.2224,3721.913904,279.1435428,47788.27985,800
32,121,44,15,14,14,,22687.5,8765.68,4550,0,3500,39503.18,3357.7703,251.8327725,43112.78307,700
33,141.92,77,20,20,20,,26610,15339.94,6500,0,3500,51949.94,4415.7449,331.1808675,56696.86577,1000
34,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
35,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
36,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
37,132,44,16,16,16,,24750,8765.68,5200,0,3500,42215.68,3588.3328,269.12496,46073.13776,800
38,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
39,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
40,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
41,160,47.87,20,18,20,,30000,9536.6614,6500,0,3500,49536.6614,4210.616219,315.7962164,54063.07384,900
42,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
43,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
44,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
45,160,49,20,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
46,160,47.98,19,18,20,,30000,9558.5756,6500,0,3500,49558.5756,4212.478926,315.9359195,54086.99045,900
47,171,70.22,21,20,20,80,32062.5,13989.2284,6500,15000,3500,71051.7284,6039.396914,452.9547686,77544.08008,1000
48,77,44,11,14,10,,14437.5,8765.68,3250,0,3500,29953.18,2546.0203,190.9515225,32690.15182,700
49,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
50,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
51,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
52,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
53,154,44,18,18,18,,28875,8765.68,5850,0,3500,46990.68,3994.2078,299.565585,51284.45339,900
54,160,59.62,20,18,20,,30000,11877.4964,6500,0,3500,51877.4964,4409.587194,330.7190396,56617.80263,900
55,160,38,18,16,20,,30000,7570.36,6500,0,3500,47570.36,4043.4806,303.261045,51917.10165,800
56,160,57.22,20,20,20,,30000,11399.3684,6500,0,3500,51399.3684,4368.946314,327.6709736,56095.98569,1000
57,143,66,19,18,20,80,26812.5,13148.52,6500,15000,3500,64961.02,5521.6867,414.1265025,70896.8332,900
58,400,0,12,15,0,,75000,0,0,0,3500,78500,6672.5,500.4375,85672.9375,750
59,160,47.47,19,18,20,,30000,9456.9734,6500,0,3500,49456.9734,4203.842739,315.2882054,53976.10434,900
60,142.58,65.75,19,18,20,80,26733.75,13098.715,6500,15000,3500,64832.465,5510.759525,413.3069644,70756.53149,900
61,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
62,121,77,18,14,20,,22687.5,15339.94,6500,0,3500,48027.44,4082.3324,306.17493,52415.94733,700
63,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
64,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
65,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
66,160,49,19,19,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,950
67,130.98,77,19,20,20,,24558.75,15339.94,6500,0,3500,49898.69,4241.38865,318.1041488,54458.1828,1000
68,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
69,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
70,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
71,171,60,20,20,20,,32062.5,11953.2,6500,0,3500,54015.7,4591.3345,344.3500875,58951.38459,1000
72,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
73,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
74,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
75,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
76,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
77,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
78,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
79,130.65,66,18,20,16,,24496.875,13148.52,5200,0,3500,46345.395,3939.358575,295.4518931,50580.20547,1000
80,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
81,160,31.38,25,25,0,,30000,6251.5236,0,0,3500,39751.5236,3378.879506,253.415963,43383.81907,1250
82,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
83,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
84,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
85,143,77,20,22,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1100
86,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
87,160,46.73,19,18,20,,30000,9309.5506,6500,0,3500,49309.5506,4191.311801,314.3483851,53815.21079,900
88,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
89,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
90,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
91,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
92,55,44,9,16,10,,10312.5,8765.68,3250,0,3500,25828.18,2195.3953,164.6546475,28188.22995,800
93,160,96,26,26,0,,30000,19125.12,0,0,3500,52625.12,4473.1352,335.48514,57433.74034,1300
94,132,66,18,22,16,80,24750,13148.52,5200,15000,3500,61598.52,5235.8742,392.690565,67227.08477,1100
95,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
96,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
97,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
98,165,49,19,18,20,,30937.5,9761.78,6500,0,3500,50699.28,4309.4388,323.20791,55331.92671,900
99,160,57.57,20,20,20,,30000,11469.0954,6500,0,3500,51469.0954,4374.873109,328.1154832,56172.08399,1000
100,132,66,18,14,20,,24750,13148.52,6500,0,3500,47898.52,4071.3742,305.353065,52275.24727,700
101,160,96,25,50,0,,30000,19125.12,0,0,3500,52625.12,4473.1352,335.48514,57433.74034,2500
102,160,60,20,21,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1050
103,143,66,19,20,18,,26812.5,13148.52,5850,0,3500,49311.02,4191.4367,314.3577525,53816.81445,1000
104,160,47.15,19,20,18,,30000,9393.223,5850,0,3500,48743.223,4143.173955,310.7380466,53197.135,1000
105,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
106,143,78,20,22,20,,26812.5,15539.16,6500,0,3500,52351.66,4449.8911,333.7418325,57135.29293,1100
107,400,0,19,18,20,,75000,0,6500,0,3500,85000,7225,541.875,92766.875,900
108,151.08,44,18,18,18,,28327.5,8765.68,5850,0,3500,46443.18,3947.6703,296.0752725,50686.92557,900
109,143,55,18,17,20,,26812.5,10957.1,6500,0,3500,47769.6,4060.416,304.5312,52134.5472,850
110,88,33,12,12,12,80,16500,6574.26,3900,15000,3500,45474.26,3865.3121,289.8984075,49629.47051,600
111,160,47.95,19,20,20,,30000,9552.599,6500,0,3500,49552.599,4211.970915,315.8978186,54080.46773,1000
112,97.9,55,15,14,16,,18356.25,10957.1,5200,0,3500,38013.35,3231.13475,242.3351063,41486.81986,700
113,160,49,19,20,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,1000
114,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
115,132,77,19,17,18,,24750,15339.94,5850,0,3500,49439.94,4202.3949,315.1796175,53957.51452,850
116,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
117,194.15,33,13,15,12,,36403.125,6574.26,3900,0,3500,50377.385,4282.077725,321.1558294,54980.61855,750
118,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
119,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
120,160,60,20,19,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,950
121,160,77,14,26,20,,30000,15339.94,6500,0,3500,55339.94,4703.8949,352.7921175,60396.62702,1300
122,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
123,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
124,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
125,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
126,143,77,20,22,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1100
127,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
128,11,0,1,8,2,,2062.5,0,650,0,3500,6212.5,528.0625,39.6046875,6780.167188,400
129,160,46,19,20,16,,30000,9164.12,5200,0,3500,47864.12,4068.4502,305.133765,52237.70397,1000
130,143,66,19,20,18,80,26812.5,13148.52,5850,15000,3500,64311.02,5466.4367,409.9827525,70187.43945,1000
131,110,66,16,20,12,,20625,13148.52,3900,0,3500,41173.52,3499.7492,262.48119,44935.75039,1000
132,160,60,20,21,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1050
133,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
134,160,47.72,19,18,20,,30000,9506.7784,6500,0,3500,49506.7784,4208.076164,315.6057123,54030.46028,900
135,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
136,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
137,160,38,18,16,20,,30000,7570.36,6500,0,3500,47570.36,4043.4806,303.261045,51917.10165,800
138,171,46.3,20,18,22,,32062.5,9223.886,7150,0,3500,51936.386,4414.59281,331.0944608,56682.07327,900
139,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
140,143.95,75.85,20,20,20,,26990.625,15110.837,6500,0,3500,52101.462,4428.62427,332.1468203,56862.23309,1000
141,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
142,143,77,20,18,20,80,26812.5,15339.94,6500,15000,3500,67152.44,5707.9574,428.096805,73288.49421,900
143,132,66,18,17,18,80,24750,13148.52,5850,15000,3500,62248.52,5291.1242,396.834315,67936.47852,850
144,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
145,154,44,18,18,18,,28875,8765.68,5850,0,3500,46990.68,3994.2078,299.565585,51284.45339,900
146,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
147,160,59.82,20,20,20,,30000,11917.3404,6500,0,3500,51917.3404,4412.973934,330.9730451,56661.28738,1000
148,154,55,19,20,18,,28875,10957.1,5850,0,3500,49182.1,4180.4785,313.5358875,53676.11439,1000
149,160,57.8,20,20,20,,30000,11514.916,6500,0,3500,51514.916,4378.76786,328.4075895,56222.09145,1000
150,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
151,159.47,44,19,18,20,,29900.625,8765.68,6500,0,3500,48666.305,4136.635925,310.2476944,53113.18862,900
152,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
153,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
154,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
155,148.03,44,17,18,16,,27755.625,8765.68,5200,0,3500,45221.305,3843.810925,288.2858194,49353.40174,900
156,132,,,6,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,300
157,160,38,18,,,,30000,7570.36,0,0,3500,41070.36,3490.9806,261.823545,44823.16415,0
158,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
159,132,66,18,20,18,,24750,13148.52,5850,0,3500,47248.52,4016.1242,301.209315,51565.85352,1000
160,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
161,165,77,20,18,20,,30937.5,15339.94,6500,0,3500,56277.44,4783.5824,358.76868,61419.79108,900
162,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
163,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
164,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
165,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
166,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
167,160,49,19,20,18,,30000,9761.78,5850,0,3500,49111.78,4174.5013,313.0875975,53599.3689,1000
168,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
169,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
170,143,78,20,20,20,,26812.5,15539.16,6500,0,3500,52351.66,4449.8911,333.7418325,57135.29293,1000
171,143,77,20,19,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,950
172,160,38,19,21,16,,30000,7570.36,5200,0,3500,46270.36,3932.9806,294.973545,50498.31415,1050
173,142.65,77,20,20,20,,26746.875,15339.94,6500,0,3500,52086.815,4427.379275,332.0534456,56846.24772,1000
174,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
175,146.83,61.97,19,20,18,,27530.625,12345.6634,5850,0,3500,49226.2884,4184.234514,313.8175886,53724.3405,1000
176,144.58,64.22,19,20,18,,27108.75,12793.9084,5850,0,3500,49252.6584,4186.475964,313.9856973,53753.12006,1000
177,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
178,154,55,19,19,18,,28875,10957.1,5850,0,3500,49182.1,4180.4785,313.5358875,53676.11439,950
179,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
180,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
181,143,75.45,20,20,20,,26812.5,15031.149,6500,0,3500,51843.649,4406.710165,330.5032624,56580.86243,1000
182,160,60,20,20,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,1000
183,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
184,160,38,19,16,20,,30000,7570.36,6500,0,3500,47570.36,4043.4806,303.261045,51917.10165,800
185,143,77,20,18,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,900
186,160,49,19,17,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,850
187,160,60,20,19,20,,30000,11953.2,6500,0,3500,51953.2,4416.022,331.20165,56700.42365,950
188,160,49,19,18,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,900
189,143,77,20,20,20,,26812.5,15339.94,6500,0,3500,52152.44,4432.9574,332.471805,56917.86921,1000
190,160,49,19,20,20,,30000,9761.78,6500,0,3500,49761.78,4229.7513,317.2313475,54308.76265,1000
191,143,77,20,20,20,,26812.5,15339.94,6500,,3500,52152.44,4432.9574,332.471805,56917.86921,1000
192,160,68,21,20,20,,30000,13546.96,6500,0,3500,53546.96,4551.4916,341.36187,58439.81347,1000
193,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
194,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
195,152.88,0,14,12,14,,28665,0,4550,0,3500,36715,3120.775,234.058125,40069.83313,600
196,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
197,132,11,13,4,14,,24750,2191.42,4550,0,3500,34991.42,2974.2707,223.0703025,38188.761,200
198,22,0,3,0,0,,4125,0,0,0,3500,7625,648.125,48.609375,8321.734375,0
199,143,0,13,8,12,80,26812.5,0,3900,15000,3500,49212.5,4183.0625,313.7296875,53709.29219,400
200,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
201,66,0,6,4,8,,12375,0,2600,0,3500,18475,1570.375,117.778125,20163.15313,200
202,160,0,20,13,0,,30000,0,0,0,3500,33500,2847.5,213.5625,36561.0625,650
203,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
204,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
205,143,11,14,6,14,,26812.5,2191.42,4550,0,3500,37053.92,3149.5832,236.21874,40439.72194,300
206,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
207,143,22,15,6,16,,26812.5,4382.84,5200,0,3500,39895.34,3391.1039,254.3327925,43540.77669,300
208,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
209,132,11,14,6,14,,24750,2191.42,4550,0,3500,34991.42,2974.2707,223.0703025,38188.761,300
210,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
211,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
212,22,0,2,4,0,,4125,0,0,0,3500,7625,648.125,48.609375,8321.734375,200
213,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
214,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
215,149.18,0,14,12,14,,27971.25,0,4550,0,3500,36021.25,3061.80625,229.6354688,39312.69172,600
216,143,11,14,10,12,,26812.5,2191.42,3900,0,3500,36403.92,3094.3332,232.07499,39730.32819,500
217,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
218,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
219,193.4,32.55,16,6,0,,36262.5,6484.611,0,0,3500,46247.111,3931.004435,294.8253326,50472.94077,300
220,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
221,143,11,14,10,12,,26812.5,2191.42,3900,0,3500,36403.92,3094.3332,232.07499,39730.32819,500
222,132,0,12,8,12,,24750,0,3900,0,3500,32150,2732.75,204.95625,35087.70625,400
223,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
224,320,0,14,19,14,80,60000,0,4550,15000,3500,83050,7059.25,529.44375,90638.69375,950
225,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
226,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
227,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
228,121,0,11,6,14,,22687.5,0,4550,0,3500,30737.5,2612.6875,195.9515625,33546.13906,300
229,53.5,0,5,4,6,,10031.25,0,1950,0,3500,15481.25,1315.90625,98.69296875,16895.84922,200
230,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
231,141.92,11,14,6,14,,26610,2191.42,4550,0,3500,36851.42,3132.3707,234.9278025,40218.7185,300
232,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
233,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
234,55,0,5,0,6,,10312.5,0,1950,0,3500,15762.5,1339.8125,100.4859375,17202.79844,0
235,143,11,14,6,14,,26812.5,2191.42,4550,0,3500,37053.92,3149.5832,236.21874,40439.72194,300
236,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
237,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
238,132,0,12,6,14,,24750,0,4550,0,3500,32800,2788,209.1,35797.1,300
239,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
240,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
241,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
242,160,5,15,13,18,,30000,996.1,5850,0,3500,40346.1,3429.4185,257.2063875,44032.72489,650
243,132,0,12,12,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,600
244,132,0,12,8,10,,24750,0,3250,0,3500,31500,2677.5,200.8125,34378.3125,400
245,143,11,14,6,14,,26812.5,2191.42,4550,0,3500,37053.92,3149.5832,236.21874,40439.72194,300
246,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
247,154,0,14,12,14,,28875,0,4550,0,3500,36925,3138.625,235.396875,40299.02188,600
248,143,0,13,6,14,,26812.5,0,4550,0,3500,34862.5,2963.3125,222.2484375,38048.06094,300
249,154,11,15,12,14,,28875,2191.42,4550,0,3500,39116.42,3324.8957,249.3671775,42690.68288,600
250,143,0,13,12,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,600
251,138.1,0,14,9,12,,25893.75,0,3900,0,3500,33293.75,2829.96875,212.2476563,36335.96641,450
252,160,5,15,13,18,,30000,996.1,5850,0,3500,40346.1,3429.4185,257.2063875,44032.72489,650
253,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
254,132,0,12,4,14,,24750,0,4550,0,3500,32800,2788,209.1,35797.1,200
255,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
256,143,0,13,8,12,,26812.5,0,3900,0,3500,34212.5,2908.0625,218.1046875,37338.66719,400
